,Name,Title,Body,Stars,Time,Vine Voice
1744,Lisa Sandoval,Fit great,Fits great,5.0,"Reviewed in the United States 🇺🇸 on September 19, 2022",
1745,Carla Oglesby,Best friend,Very durable,5.0,"Reviewed in the United States 🇺🇸 on September 23, 2022",
1746,Patricia Shipe,Easy order was correct and exactly what I ordered and thought they would be.,Gloves were exactly what I thought they would be,5.0,"Reviewed in the United States 🇺🇸 on August 29, 2022",
1747,Steve Stephan,Like it,Like it,5.0,"Reviewed in the United States 🇺🇸 on September 18, 2022",
1748,Cindy,True to size!,"The gloves are sturdy, easy to put on and worth the money.",5.0,"Reviewed in the United States 🇺🇸 on August 17, 2022",
1749,DuckyMomo1419,Got the job done,"I needed gloves to dye my hair, these worked well and got the job done. They didn't tear when I accidently pulled the comb against them so they're durable enough and they didn't pull my hair. Probably going to use the rest for cutting up peppers and for various cleaning tasks around the house",5.0,"Reviewed in the United States 🇺🇸 on April 21, 2022",
1750,Blane,Good all purpose gloves.,Good quality gloves,5.0,"Reviewed in the United States on September 13, 2022",
1751,SoDak woman,These are great!,"I've ordered these 3 or 4 times now, and have never been disappointed.  Not only do the gloves fit well, they are also made well, & do not break or tear easily.  They were shipped promptly, & arrived in great shape.  These are great value & reasonably priced.",5.0,"Reviewed in the United States on April 26, 2022",
1752,GR700 1985,They will work,"I haven’t used these yet, but they will be fine for my purpose",5.0,"Reviewed in the United States on August 5, 2022",
1753,new to ds lite,Run big,"Great gloves. Nice and think. Haven’t had any rip or puncture. U need to order a size down, I’m normally a medium in gloves and I had to return and reorder them in a small",5.0,"Reviewed in the United States on June 15, 2022",
1754,rocky449,Great fit,"These gloves were what I was looking for - not too thick and not too thin, very durable.  They fit my hands well.  They also were a reasonable price.  I use them when I need to clean up after my cats, clean my bathroom or any time I need to keep my hands from getting contaminated.  I definitely will buy again.",5.0,"Reviewed in the United States on March 6, 2022",
1755,Geraldine Davis,Fit,Fit good,4.0,"Reviewed in the United States on May 2, 2022",
1756,tcoop,This product works as intended,"Works just fine around the kitchen, which is why I bought them.",5.0,"Reviewed in the United States on August 3, 2022",
1757,enubrius,What's glove got to do with it?,"Good quality, durable, gloves for a multitude of needs wherein you might want to keep your hands protected while retaining almost complete sensitivity and mobility",4.0,"Reviewed in the United States on January 5, 2022",VINE VOICE
1758,Mrs. C. Estrada,Just what I needed.,These gloves always work very well for me.,5.0,"Reviewed in the United States on August 11, 2022",
1759,MusicMan,Excellent control and dexterity,The gloves are thin enough to slip on easily and material durable so no worries about rips. I suffer with “miffed-rhino-drip” which cases my nose to always be running. The thin material allows me to insert finger into my nostril to control running!!,5.0,"Reviewed in the United States on May 6, 2022",
1760,Tina Garrett,Fits Like A Glove,"These are true to size and work wonderfully! I do a lot of cleaning with chemicals and have to protect my hands. No issues with tears or rips! I will be ordering again soon.Update: After using this product for a while, they are of very cheap quality. I use these to clean around the house. I notice they rip quickly.",5.0,"Reviewed in the United States 🇺🇸 on February 26, 2022",
1761,Jjss20,Best value for your money,I love theses gloves because they last the whole service I provide ( mani/pedis)  even full sets ;and they don’t fill súper thight like other cheaper brands.  They’re only $3 more from other brands but you can’t bit the quality. I wish they sell them in bulk !,5.0,"Reviewed in the United States 🇺🇸 on April 4, 2022",
1762,Amazon Customer,Quality at a great price.,Great price for product,4.0,"Reviewed in the United States 🇺🇸 on April 15, 2022",
1763,Amber White,Good,Exactly what package says,5.0,"Reviewed in the United States 🇺🇸 on August 21, 2022",
1764,JRTC,Easy fit,Easy fit,5.0,"Reviewed in the United States 🇺🇸 on August 30, 2022",
1765,K. Anderson,Great Gloves,"These gloves fit well and are durable. Frankly, I use them to clean up dog poo in my backyard, so I want them wearable and durable. These do the trick.",5.0,"Reviewed in the United States 🇺🇸 on June 12, 2022",
1766,Fire.Viking,Pretty cheaply made...,"These gloves do the job, but if the job is too tough or rough they RIP easily. They also stick together in their box as they are powder free, so the plastic just adheres to itself. I've even ripped them by simply putting them on. I'd go with a different brand if you need them for anything more than cleaning. They are excellent for light cleaning jobs, like dusting though! Also, the price point isn't bad.",2.0,"Reviewed in the United States 🇺🇸 on November 14, 2022",
1767,G. Allen,Not for wrenching,I picked these up to keep fingerprints off motorcycle parts I was working on.  They didn't hold up well at all.  Probably a great product for other things.,5.0,"Reviewed in the United States 🇺🇸 on June 14, 2022",
1768,Purchaser,Nice,The Medium work nicely for me.,5.0,"Reviewed in the United States 🇺🇸 on August 10, 2022",
1769,Amazon Customer,Good fit,Good fit,4.0,"Reviewed in the United States 🇺🇸 on April 20, 2022",
1770,Donna J.,Staying on.,Slide down on hand. Maybe got wrong size.  Medium is what we ordered.,4.0,"Reviewed in the United States on March 1, 2022",
1771,Guillermo Segura,todo como esperaba,todo como esperaba,5.0,"Reviewed in the United States on August 19, 2022",
1772,Lori in the Redwoods,They fit better than others,They stretch a little. They give me enoughRoom so my hand can breath and not sweat.They are true to size. And they serve the purpose.I’ve tried quite a few of different brands. TheseI would buy again. I’m a house cleaner. So there.,5.0,"Reviewed in the United States on April 9, 2022",
1773,Charles,Great Gloves,The glovers are great and serves my purpose. I should have gotten a larger size.,4.0,"Reviewed in the United States on February 20, 2022",
1774,Lola vandercroft,Works fine,These are a great alternative to latex gloves. They worked well,4.0,"Reviewed in the United States on March 4, 2022",
1775,Amazon Customer 9 & 3/4,Tight at the wrist loose at the fingers -,I find the tips of the gloves to be a little lose making it hard to work with them at times.The cuffs are tight so if you’re worried about anything getting into the gloves you’re okay.They also rip super easily. I use them for food prep so not the worst but not the best.,2.0,"Reviewed in the United States on December 2, 2022",
1776,Pretena Knight,Great Quality and Comfort,"These gloves are easy to put on, durable and are of great quality.",5.0,"Reviewed in the United States on July 14, 2022",
1777,Susan,When you work in a place that values your work and life.,I'm glad I found this product.,5.0,"Reviewed in the United States on August 8, 2022",
1778,rate123,Fits well and durable,"I primarily use these for food preparation in the home.  Saves from having to wash hands numerous times during meal prep.  I also used these when clearing out some old items in the garage to protect my hands, they worked well.  Would buy again.",5.0,"Reviewed in the United States on March 26, 2022",
1779,Lola,Now scented,"I ordered these gloves numerous times. However, twice now they come scented. That's upsetting because they never used to smell.",2.0,"Reviewed in the United States on January 28, 2023",
1780,Gloria Martinez,Great gloves.,Husband likes the fit & durability of these gloves. Occasionally uses with car maintenance.,5.0,"Reviewed in the United States 🇺🇸 on July 12, 2022",
1781,mgood,Same gloves worn in the hospital,These fit my fat hands very well. They are the same as worn at hospital. They stay in place when it really matters,4.0,"Reviewed in the United States 🇺🇸 on January 12, 2022",
1782,Tami S,Fits well,Restaurant,4.0,"Reviewed in the United States 🇺🇸 on April 10, 2022",
1783,Jean E.Gressock,As expected,No problems,5.0,"Reviewed in the United States 🇺🇸 on August 20, 2022",
1784,Elaine Tsangaris,Perfect for Multiple Uses,"This is the 2nd box I have purchased.  I use these gloves when I do no want to contaminate my hands. I like the fit, the strength of the gloves and the ease in using them.",5.0,"Reviewed in the United States 🇺🇸 on April 28, 2022",
1785,ECS,Decent value but thin,"These are thin.  To that end, they are more likely to tear and may not be a chemical resistant as thicker gloves.  I would say these are 2mm -3mm.  I think I will pay extra and get 5mm gloves.",3.0,"Reviewed in the United States 🇺🇸 on June 16, 2022",
1786,KeepitReal,Comfortable protection,These gloves are comfortable to wear and give me the protection I need to handle my patients incontinence. Not allergic reaction to the material. True to size and not chemical smell. I'll definitely buy them again.,5.0,"Reviewed in the United States 🇺🇸 on April 23, 2022",
1787,Gary W.,I Have Found These to Be a Bit Thin,They often break when I put them on.  Be sure to check the thickness when ordering rubber gloves.,3.0,"Reviewed in the United States 🇺🇸 on August 26, 2022",
