,Name,Title,Body,Stars,Time,Vine Voice
355,Cheybelle,Decent knife set,Lovely knife set that works well. My one qualm is that the knives need frequent honing to maintain their sharpness. I find myself doing this almost every time I use them. I would also be sure to dry them completely before putting them into the block so they don’t get water marks or rust.##,4.0,"Reviewed in the United States on November 28, 2017",
356,Cutie,Great product! 👍🏽,The knives are very sharp and easy to clean. It’s a great buy.##,5.0,"Reviewed in the United States on June 8, 2021",
357,Lou Lou Durant,Strong value for a classic household staple,"I am not the least bit disappointed by this knife set! AmazonBasics for the win again with an affordable, durable, good quality product. Looks great in the kitchen, includes every style of knife needed, plus a sharpener. Truly wouldn't go any other way with this purchase.##",5.0,"Reviewed in the United States on March 9, 2020",
358,Victoria,Great set for cheap!,"I recently moved into a new place & had to get everything new. This is great for its value. Eventually I will upgrade, but it is perfect for our temporary needs. Arrived in perfect condition and on time.##",5.0,"Reviewed in the United States on May 29, 2020",
359,Ilana Nires,Excellent knife set,"Absolutely adore this knife set. Excellent quality, beautiful wood handles, extremely sharp blades, and a nice selection of knives for everything.##",5.0,"Reviewed in the United States on January 16, 2021",
360,Timothy,Great value,"At this price point these knives are decent. I normally stick to German steel, but I decided to give these a try. So far, I've been pleasantly surprised. They sharpen easy, hold a decent edge, and I rather like that they sit sideways in the block so as to avoid dulling the blades. (I usually put mine in upside down.)##",5.0,"Reviewed in the United States on August 14, 2019",
361,edg121,Great value,Was surprised how good this set actually is for the price. Knives are of good quality and well made. Very sharp...##,5.0,"Reviewed in the United States on January 14, 2021",
362,wheezal,Lot of quality for a value knife block set,"These knives are way underpriced.  They are sharp, perfectly weighted, full tanged, and look pretty cool to boot.  I received a Sabatier set as a gift that was twice as much and frankly, these 'basic' knives are clearly better.My only complaint is the shears that are designed to come apart, they can accidentally come loose if opened too far.  Other than that, each knife and the block are a huge plus for starters needing a quality set of knives.##",5.0,"Reviewed in the United States on February 14, 2017",
363,Tigress74,Pleasantly surprised by the quality of these knives,I was pleasantly surprised by the quality of these knives. I was expecting low quality but somewhat sturdy equivalent  to what I would probably get in Walmart or Target for this price.  What I got was high quality and sturdy knives for the price. I tested them out with my marathon cooking for Thanksgiving. I was sold after cutting up several medium sized rutabaga. If you've ever cut rutabaga you know how grueling that can be. I'd highly recommend these knives if you are on a budget and need a good set of knives.##,5.0,"Reviewed in the United States on December 3, 2015",
364,Kindle Customer,Great!,"I bought a house and wanted a nice knife set for my new kitchen.  This had great reviews and the price was right.  I think all the other reviews cover the attributes well, but I appreciate that this has a variety of knives and they are sharp!  They're great and I would highly recommend them.##",5.0,"Reviewed in the United States on September 6, 2019",
365,Mark Erickson,They rust,They rust##,2.0,"Reviewed in the United States on September 4, 2022",
366,Paula,18 piece knife set with 17 slots,"The whole knife set is great! The block is attractive and the knives are sharp and work well. My only concern is that we were sent a defective knife block, only 17 slots! It's missing an area underneath the sharpener. It doesn't affect the look of it much, just have to find space for the 18th knife in a drawer.##",4.0,"Reviewed in the United States on February 18, 2017",
367,Joel Eagelston,Good Knives at a Reasonable Price,"Our previous knife set was growing rusty because of my boneheaded decision to repeatedly wash the knives in the dishwasher, so I decided to buy a replacement set. These knives are sharp, comfortable to hold, and look great in our kitchen. Just make sure you buy a knife cleaner at the same time, as these are to be hand-washed only. This knife set is highly recommended!##",5.0,"Reviewed in the United States on December 16, 2018",
368,Pamela Stock,These knives are great. I looked at a lot of knife sets ...,"These knives are great. I looked at a lot of knife sets and decided to take a chance on these. The price was so reasonable and they had gotten good reviews. They are have a good weight, they are sharp right out of the box, they have good balance and feel to them. For the price I got a set that was better than some priced at 3-4 times the cost.  Great starter set.##",5.0,"Reviewed in the United States on January 17, 2018",
369,Manuel Leos,Great quality,Knifes are heavy and good quality. I was impressed by the sharpness and edge retention. They are comparable to much more expensive knifes.##,5.0,"Reviewed in the United States on December 16, 2020",
370,67 mustang,Great for a new homeowner,Purchased these for my new place. You can tell these are made at a price point. The steak knives and scissors are very handy. The chefs knife doesn't have a whole lot of weight to it but everything in this set is usable. Haven't had any issues with these rusting yet.##,4.0,"Reviewed in the United States on October 5, 2017",
371,A&A,Excellent knives at a great value,"We bought these inexpensive knives for our cabin. We have nicer (expensive) knives we use at home, but my wife prefers these! They feel great in the hand, are nice and sharp and hold an edge well. Overall a great value for a basic block set and I'd highly recommend them.##",5.0,"Reviewed in the United States on January 4, 2020",
372,Vicki B.,Gift,They liked them##,5.0,"Reviewed in the United States on October 29, 2021",
373,dave,SHARP,these knives are actually great. So great and really sharp I damn near cut a chunk of my finger off lol. Good buy here for sure and the extra purchase on the steak knives were great also.##,5.0,"Reviewed in the United States on June 11, 2020",
